0	0
0	"0.1"
0	"0.2"
0	"0.3"
0	"0.4"
0	"0.5"
0	"0.6"
0	"0.7"
0	"0.8"
0	"0.9"
0	1
0	"1.1"
0	"1.2"
"0.01471"	"1.3"
0	"1.4"
"0.01471"	"1.5"
"0.01471"	"1.6"
0	"1.7"
0	"1.8"
0	"1.9"
0	2
0	"2.1"
0	"2.2"
0	"2.3"
0	"2.4"
0	"2.5"
0	"2.6"
0	"2.7"
0	"2.8"
0	"2.9"
0	3
0	"3.1"
0	"3.2"
0	"3.3"
"-0.01471"	"3.4"
0	"3.5"
0	"3.6"
0	"3.7"
"0.01471"	"3.8"
"0.04412"	"3.9"
"0.07353"	4
"0.11765"	"4.1"
"0.17647"	"4.2"
"0.23529"	"4.3"
"0.30882"	"4.4"
"0.38235"	"4.5"
"0.47059"	"4.6"
"0.55882"	"4.7"
"0.64706"	"4.8"
"0.73529"	"4.9"
"0.82353"	5
"0.92647"	"5.1"
"1.04615"	"5.2"
"1.15385"	"5.3"
"1.27692"	"5.4"
"1.4"	"5.5"
"1.52308"	"5.6"
"1.63077"	"5.7"
"1.75385"	"5.8"
"1.87692"	"5.9"
"1.98462"	6
"2.10448"	"6.1"
"2.20896"	"6.2"
"2.32836"	"6.3"
"2.44776"	"6.4"
"2.55224"	"6.5"
"2.64179"	"6.6"
"2.74627"	"6.7"
"2.86567"	"6.8"
"2.95522"	"6.9"
"3.06015"	7
"3.15038"	"7.1"
"3.25564"	"7.2"
"3.34586"	"7.3"
"3.45113"	"7.4"
"3.55639"	"7.5"
"3.64662"	"7.6"
"3.75188"	"7.7"
"3.85714"	"7.8"
"3.96241"	"7.9"
"4.06767"	8
"4.17293"	"8.1"
"4.2782"	"8.2"
"4.36842"	"8.3"
"4.47368"	"8.4"
"4.59399"	"8.5"
"4.68421"	"8.6"
"4.80451"	"8.7"
"4.90977"	"8.8"
"5.01471"	"8.9"
"5.13235"	9
"5.23529"	"9.1"
"5.33823"	"9.2"
"5.45588"	"9.3"
"5.57353"	"9.4"
"5.67647"	"9.5"
"5.77941"	"9.6"
"5.89706"	"9.7"
"6.01538"	"9.8"
"6.12308"	"9.9"
"6.24615"	10
"6.36923"	"10.1"
"6.49231"	"10.2"
"6.61538"	"10.3"
"6.73846"	"10.4"
"6.86154"	"10.5"
"6.98462"	"10.6"
"7.10606"	"10.7"
"7.24242"	"10.8"
"7.36364"	"10.9"
"7.5"	11
"7.63636"	"11.1"
"7.77273"	"11.2"
"7.90909"	"11.3"
"8.0303"	"11.4"
"8.18182"	"11.5"
"8.31818"	"11.6"
"8.45455"	"11.7"
"8.59091"	"11.8"
"8.74242"	"11.9"
"8.87879"	12
"9.0303"	"12.1"
"9.16667"	"12.2"
"9.31818"	"12.3"
"9.45455"	"12.4"
"9.60606"	"12.5"
"9.74242"	"12.6"
"9.89394"	"12.7"
"10.04545"	"12.8"
"10.18182"	"12.9"
"10.34848"	13
"10.5"	"13.1"
"10.66667"	"13.2"
"10.83333"	"13.3"
"10.98485"	"13.4"
"11.15152"	"13.5"
"11.31818"	"13.6"
"11.48485"	"13.7"
"11.65152"	"13.8"
"11.81818"	"13.9"
"11.98485"	14
"12.15152"	"14.1"
"12.33333"	"14.2"
"12.51515"	"14.3"
"12.69697"	"14.4"
"12.89394"	"14.5"
"13.07576"	"14.6"
"13.25758"	"14.7"
"13.43939"	"14.8"
"13.63636"	"14.9"
"13.81818"	15
"14.01515"	"15.1"
"14.18182"	"15.2"
"14.09091"	"15.3"
"13.5303"	"15.4"
"13.0303"	"15.5"
"12.18182"	"15.6"
"6.43077"	"15.7"
"1.50769"	"15.8"
"0.44118"	"15.9"
"-481.86765"	16
"-481.86765"	"16.1"
"-0.89706"	"16.2"
"-0.01471"	"16.3"
"0.13235"	"16.4"
"0.13235"	"16.5"
"0.11765"	"16.6"
"0.11765"	"16.7"
"0.11765"	"16.8"
"0.10294"	"16.9"
"0.10294"	17
"0.08824"	"17.1"
"0.08824"	"17.2"
"0.08824"	"17.3"
"0.08824"	"17.4"
"0.07353"	"17.5"
"0.07353"	"17.6"
"0.05882"	"17.7"
"0.05882"	"17.8"
"0.07353"	"17.9"
"0.05882"	18
"0.04412"	"18.1"
"0.01471"	"18.2"
0	"18.3"
0	"18.4"
0	"18.5"
0	"18.6"
0	"18.7"
"-0.01471"	"18.8"
